Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Improved sanitation facilities (% of population with access),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,6.2,7.9,9.7,11.4,13.1,14.8,16.6,18.3,20,21.7,23.4,25,26.6,28.3,29.9,31.5,33.1,34.7,36.3,37.9,39.5,41.1,42.6,44.2,45.8
"Improved sanitation facilities, rural (% of rural population with access)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,3.2,4.8,6.5,8.2,9.9,11.6,13.2,14.9,16.6,18.3,20,21.6,23.3,25,26.7,28.3,30,31.7,33.4,35.1,36.7,38.4,40.1,41.8,43.5
"Improved sanitation facilities, urban (% of urban population with access)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.4,36.2,37,37.9,38.7,39.5,40.3,41.2,42,42.8,43.6,44.5,45.3,46.1,46.9,47.8,48.6,49.4,50.2,51.1,51.9,52.7,53.5,54.4,55.2,56
Pregnant women receiving prenatal care (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,,,,,23.6,,,,27,27.9,,,,,43.7,,,,,58.3,,,,
ARI treatment (% of children under 5 taken to a health provider),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,26,,,,,43,,,,,50,,,,
Exclusive breastfeeding (% of children under 6 months),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.3,,,,,53,,,,,69.6,,,,
Births attended by skilled health staff (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,9,,,,11.9,10.9,,,15.8,,18.7,,,,,36,,,,
Low-birthweight babies (% of births),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,21.2,,,,,17.8,,,,
Diabetes prevalence (% of population ages 20 to 79),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.96,
"Prevalence of underweight, weight for age, female (% of children under 5)",,,,,,,,,,,,,,,,60.3,,,,,,,,,,,,,,,,,,,,,42.5,,37.5,,,43.7,,,,,39.8,,,,,28.4,,,,
"Prevalence of underweight, weight for age, male (% of children under 5)",,,,,,,,,,,,,,,,61.3,,,,,,,,,,,,,,,,,,,,,43.3,,38.8,,,42.3,,,,,37.7,,,,,29.8,,,,
"Prevalence of underweight, weight for age (% of children under 5)",,,,,,,,,,,,,,,,60.8,,,,,,,,,,,,,,,,,,,,44.1,42.9,,38.2,,,43,,,,,38.8,,,,,29.1,,,,
"Maternal mortality ratio (modeled estimate, per 100,000 live births)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901,851,798,742,693,660,631,611,591,570,548,527,505,482,461,444,425,406,386,368,349,328,308,291,275,258
"Maternal mortality ratio (national estimate, per 100,000 live births)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,,,,,,,,,280,,,,,,,,,,
Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,46.7,,,,
Diarrhea treatment (% of children under 5 who received ORS packet),,,,,,,,,,,,,,,,,,,,,,,,,,,25,23,,14,,,,,,,25.9,,,,,32.2,,,,,29.3,,,,,39,,,,
"Prevalence of overweight, weight for height, female (% of children under 5)",,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,0.7,,0.4,,,0.7,,,,,0.6,,,,,1.6,,,,
"Prevalence of overweight, weight for height, male (% of children under 5)",,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,1.3,,0.5,,,0.6,,,,,0.6,,,,,1.5,,,,
"Prevalence of overweight, weight for height (% of children under 5)",,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,1.2,1,,0.4,,,0.7,,,,,0.6,,,,,1.5,,,,
"Prevalence of stunting, height for age, female (% of children under 5)",,,,,,,,,,,,,,,,75.1,,,,,,,,,,,,,,,,,,,,,56.4,,59.5,,,57.1,,,,,49.6,,,,,39.5,,,,
"Prevalence of stunting, height for age, male (% of children under 5)",,,,,,,,,,,,,,,,74.9,,,,,,,,,,,,,,,,,,,,,56.8,,62.6,,,57.1,,,,,49.1,,,,,41.3,,,,
"Prevalence of stunting, height for age (% of children under 5)",,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,64.5,56.6,,61.1,,,57.1,,,,,49.3,,,,,40.5,,,,
"Prevalence of wasting, weight for height, female (% of children under 5)",,,,,,,,,,,,,,,,11.9,,,,,,,,,,,,,,,,,,,,,14.2,,7,,,10.3,,,,,12.4,,,,,10,,,,
"Prevalence of wasting, weight for height, male (% of children under 5)",,,,,,,,,,,,,,,,18.2,,,,,,,,,,,,,,,,,,,,,15.9,,8.8,,,12.4,,,,,13,,,,,12.3,,,,
"Prevalence of wasting, weight for height (% of children under 5)",,,,,,,,,,,,,,,,15.2,,,,,,,,,,,,,,,,,,,,7.5,15.1,,7.9,,,11.3,,,,,12.7,,,,,11.2,,,,
"Prevalence of severe wasting, weight for height, female (% of children under 5)",,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,3.7,,1,,,2,,,,,2.2,,,,,2.2,,,,
"Prevalence of severe wasting, weight for height, male (% of children under 5)",,,,,,,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,4.5,,1.7,,,3.7,,,,,3.1,,,,,3.7,,,,
"Prevalence of severe wasting, weight for height (% of children under 5)",,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,4.1,,1.4,,,2.8,,,,,2.7,,,,,2.9,,,,
Tuberculosis treatment success rate (% of new cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,73,65,69,85,82,84,87,86,87,88,89,89,88,90,91,91,91,91,,,
"Tuberculosis case detection rate (%, all forms)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,30,,41,48,59,67,68,67,74,78,76,77,83,79,81,78,78,77,81,81,82,81,78,,
"Incidence of tuberculosis (per 100,000 people)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,162,161,160,158,156,,
Newborns protected against tetanus (%),,,,,,,,,,,,,,,,,,,,,1,4,8,13,15,18,29,25,37,32,35,36,36,45,47,48,49,59,61,62,67,76,85,90,90,88,86,84,81,81,81,82,82,82,82,
External resources for health (% of total expenditure on health),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.47058459,12.80562859,10.9779469,25.48620347,20.38041795,15.27644841,12.77824678,18.62514534,8.26257297,20.90992568,19.23759325,19.61777205,14.16873949,14.66275246,16.44283705,11.48943846,13.50498237,18.46953123,10.14869974,,
Out-of-pocket health expenditure (% of total expenditure on health),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.56105164,69.56069058,68.72934471,57.01537267,64.63199283,68.79716606,64.39804399,63.08313866,65.01532801,55.23585211,52.75506505,47.21163918,53.48481082,50.99124276,48.66396622,48.81426598,45.72014107,49.23548057,46.15477025,,
Out-of-pocket health expenditure (% of private expenditure on health),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.61968772,94.31417662,93.82944046,92.92507605,92.36387039,91.21401201,91.08241218,88.65406877,89.45061075,75.35744632,72.94546115,72.78020525,82.8699413,83.63347983,81.26447168,83.63800169,83.63800169,81.38065507,81.38065507,,
Health expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.90293098,11.26711144,12.28383792,13.59237957,12.97273539,12.44269944,13.26595691,13.6228166,14.34903952,16.88085061,18.68680361,19.74376871,23.28065347,27.1056574,28.72972051,35.62231116,41.41979479,35.8527834,39.0262313,,
"Health expenditure per capita, PPP (constant 2011 international $)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.54942709,58.16250831,61.51702838,75.16991319,69.12142872,67.61582804,70.02527855,72.99372988,74.39011992,83.52077255,87.10435666,90.07575173,92.49595294,109.1929688,111.8457171,114.9940515,124.4870469,118.4240251,134.604403,,
"Health expenditure, private (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.906786815,3.99640959,4.027981687,4.055723979,4.109393206,4.076138577,3.76634211,3.96027729,3.956633239,4.232638356,4.138725177,3.651874991,3.557988371,3.710256017,3.583426424,3.42321479,3.329483208,3.324267486,3.401600749,,
"Health expenditure, public (% of total health expenditure)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.48353285,26.24577442,26.75076781,38.64371697,30.02459451,24.57609906,29.29694938,28.84349299,27.3170664,26.70153408,27.67875586,35.13120907,35.45933546,39.03010748,40.11655374,41.63625984,45.33568456,39.4997736,43.28532965,,
"Health expenditure, public (% of government expenditure)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.89713895,7.60573661,8.1350969,13.69388046,10.12250582,7.60532175,8.63096863,9.21102928,9.83221799,10.76880298,10.32972159,12.72788274,11.35264308,12.91884715,10.80033133,11.2167538,12.7793956,9.77363692,11.87255198,,
"Health expenditure, public (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.407378795,1.42214041,1.471027063,2.554396091,1.763231864,1.328167653,1.5606446,1.60530969,1.487056281,1.541886804,1.583971143,1.977758209,1.954797089,2.375134433,2.400575246,2.44209607,2.761296822,2.170368954,2.596143271,,
"Health expenditure, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.31416561,5.41855,5.49900875,6.61012007,5.87262507,5.40430623,5.32698671,5.56558698,5.44368952,5.77452516,5.72269632,5.6296332,5.51278546,6.08539045,5.98400167,5.86531086,6.09078003,5.49463644,5.99774402,,
Income share held by second 20%,,,,,,,,,,,,,,,,,,,,,,,,,12.88,,,,,,,,,,,11.94,,,,,,,,9.83,,,,,,,12.14,,,,,
Income share held by third 20%,,,,,,,,,,,,,,,,,,,,,,,,,16.68,,,,,,,,,,,15.58,,,,,,,,13.48,,,,,,,16.23,,,,,
Income share held by fourth 20%,,,,,,,,,,,,,,,,,,,,,,,,,21.83,,,,,,,,,,,21.01,,,,,,,,19.38,,,,,,,21.87,,,,,
Income share held by highest 20%,,,,,,,,,,,,,,,,,,,,,,,,,39.49,,,,,,,,,,,43.66,,,,,,,,50.76,,,,,,,41.42,,,,,
Income share held by highest 10%,,,,,,,,,,,,,,,,,,,,,,,,,24.98,,,,,,,,,,,29,,,,,,,,36.39,,,,,,,26.32,,,,,
Income share held by lowest 10%,,,,,,,,,,,,,,,,,,,,,,,,,4.05,,,,,,,,,,,3.25,,,,,,,,2.75,,,,,,,3.51,,,,,
Income share held by lowest 20%,,,,,,,,,,,,,,,,,,,,,,,,,9.12,,,,,,,,,,,7.82,,,,,,,,6.55,,,,,,,8.34,,,,,
Poverty headcount ratio at $3.10 a day (2011 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,92.88,,,,,,,,,,,85.44,,,,,,,,74.36,,,,,,,48.38,,,,,
Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,74.77,,,,,,,,,,,61.73,,,,,,,,47.08,,,,,,,14.95,,,,,
Poverty gap at $3.10 a day (2011 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,50.75,,,,,,,,,,,42.45,,,,,,,,33.21,,,,,,,14.65,,,,,
Poverty gap at $1.90 a day (2011 PPP) (%),,,,,,,,,,,,,,,,,,,,,,,,,28.36,,,,,,,,,,,21.16,,,,,,,,14.78,,,,,,,3.04,,,,,
GINI index (World Bank estimate),,,,,,,,,,,,,,,,,,,,,,,,,30.06,,,,,,,,,,,35.21,,,,,,,,43.26,,,,,,,32.75,,,,,
Poverty gap at national poverty lines (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,,,
Poverty headcount ratio at national poverty lines (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2,,,,,
Rural poverty gap at national poverty lines (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Rural poverty headcount ratio at national poverty lines (% of rural population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.4,,,,,
Urban poverty gap at national poverty lines (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,
Urban poverty headcount ratio at national poverty lines (% of urban population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,,,,,
"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.214639115,,,,,,,1.996487005,,,,,
"Survey mean consumption or income per capita, bottom 40% of population (2005 PPP $ per day)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.467748071,,,,,
"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.966043427,,,,,,,3.908339437,,,,,
"Survey mean consumption or income per capita, total population (2005 PPP $ per day)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.079323174,,,,,
"Child employment in agriculture, female (% of female economically active children ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.9,,,,,,,,,88.93,,,,,,,
"Child employment in agriculture, male (% of male economically active children ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.3,,,,,,,,,89.03,,,,,,,
Child employment in agriculture (% of economically active children ages 7-14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.01,,,,,,,,,88.97,,,,,,,
"Employment in agriculture, female (% of female employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.5,,,,,,,,85.19999695,,72.80000305,,,,,,,,,,,,,,
"Employment in agriculture, male (% of male employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.90000153,,,,,,,,67.09999847,,60.20000076,,,,,,,,,,,,,,
Employment in agriculture (% of total employment),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.19999695,,,,,,,,76.09999847,,65.69999695,,,,,,,,,,,,,,
"Employment to population ratio, ages 15-24, female (%) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.69999695,76.90000153,76.69999695,76.59999847,76.59999847,75,76,77,78.5,77.19999695,75.69999695,76,76.09999847,75.59999847,74.69999695,74,73.5,72.90000153,72.80000305,72.69999695,72.5,72.40000153,72.30000305,,
"Employment to population ratio, ages 15-24, male (%) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.59999847,81,80.69999695,80.30000305,80,76.30000305,77.5,78.59999847,80.5,78.09999847,75.40000153,76.19999695,76.59999847,75.80000305,74.30000305,73.40000153,72.80000305,71.90000153,71.90000153,71.90000153,71.80000305,71.59999847,71.5,,
"Employment to population ratio, ages 15-24, total (%) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.69999695,79.09999847,78.80000305,78.59999847,78.40000153,75.69999695,76.80000305,77.80000305,79.5,77.59999847,75.59999847,76.09999847,76.30000305,75.69999695,74.5,73.69999695,73.19999695,72.40000153,72.40000153,72.30000305,72.19999695,72,71.90000153,,
Share of women in wage employment in the nonagricultural sector (% of total nonagricultural employment),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,,14,,,,,,,,,,,,,,
"Employers, female (% of employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.700000048,,,,,,,,,,,,,,
"Employers, male (% of employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.900000095,,,,,,,,,,,,,,
"Employers, total (% of employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.799999952,,,,,,,,,,,,,,
"Self-employed, female (% of females employed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.19999695,,,,,,,,,,,,,,
"Self-employed, male (% of males employed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.30000305,,,,,,,,,,,,,,
"Self-employed, total (% of total employed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.40000153,,,,,,,,,,,,,,
"Employment to population ratio, 15+, female (%) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.70000076,,,80.5,,,,93,,,,,,,,,,,,
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.40000153,78.5,78.30000305,78.30000305,78.30000305,77.19999695,78.19999695,79.19999695,80.59999847,79.69999695,78.69999695,79.09999847,79.40000153,79.19999695,78.59999847,78.30000305,78.19999695,77.90000153,77.90000153,78,78,78,78,,
"Employment to population ratio, 15+, male (%) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,88.30000305,,,,90,,,,,,,,,,,,
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.40000153,88.59999847,88.40000153,88.19999695,88,86,86.69999695,87.5,88.69999695,87.59999847,86.30000305,87,87.40000153,87.19999695,86.5,86.09999847,85.80000305,85.30000305,85.09999847,84.90000153,84.80000305,84.59999847,84.5,,
"Employment to population ratio, 15+, total (%) (national estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.19999695,,,84.30000305,,,,91.59999847,,,,,,,,,,,,
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.40000153,83.59999847,83.5,83.5,83.40000153,81.80000305,82.59999847,83.40000153,84.59999847,83.59999847,82.40000153,82.90000153,83.30000305,83,82.40000153,82.09999847,81.80000305,81.40000153,81.40000153,81.30000305,81.19999695,81.09999847,81.09999847,,
"Vulnerable employment, female (% of female employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.5,,,,,,,,,,,,,,
"Vulnerable employment, male (% of male employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.40000153,,,,,,,,,,,,,,
"Vulnerable employment, total (% of total employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.59999847,,,,,,,,,,,,,,
"Wage and salaried workers, female (% of females employed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.80000019,,,,,,,,,,,,,,
"Wage and salary workers, male (% of males employed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.70000076,,,,,,,,,,,,,,
"Wage and salaried workers, total (% of total employed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.60000038,,,,,,,,,,,,,,
"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.9,,,,,,,,,92.51,,,,,,,
"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.8,,,,,,,,,91.97,,,,,,,
"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.41,,,,,,,,,92.26,,,,,,,
"Contributing family workers, female (% of females employed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.89999962,,,,,,,,,,,,,,
"Contributing family workers, male (% of males employed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.699999809,,,,,,,,,,,,,,
"Contributing family workers, total (% of total employed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.800000191,,,,,,,,,,,,,,
GDP per person employed (constant 1990 PPP $),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Employment in industry, female (% of female employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.299999952,,,,,,,,5.099999905,,13.69999981,,,,,,,,,,,,,,
"Employment in industry, male (% of male employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.700000048,,,,,,,,14.5,,13.10000038,,,,,,,,,,,,,,
Employment in industry (% of total employment),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.700000048,,,,,,,,9.800000191,,13.39999962,,,,,,,,,,,,,,
"Child employment in manufacturing, female (% of female economically active children ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.531663387,,,,,,,,,1.48,,,,,,,
"Child employment in manufacturing, male (% of male economically active children ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.203637722,,,,,,,,,1.27,,,,,,,
Child employment in manufacturing (% of economically active children ages 7-14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,,,,,,,,,1.39,,,,,,,
"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,5.71,,,,,,,
"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,,,,5.17,,,,,,,
"Children in employment, self-employed (% of children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.23,,,,,,,,,5.46,,,,,,,
"Child employment in services, female (% of female economically active children ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.27995312,,,,,,,,,2.19,,,,,,,
"Child employment in services, male (% of male economically active children ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.723161033,,,,,,,,,4.17,,,,,,,
Child employment in services (% of economically active children ages 7-14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.06,,,,,,,,,3.09,,,,,,,
"Employment in services, female (% of female employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,9.699999809,,13.30000019,,,,,,,,,,,,,,
"Employment in services, male (% of male employment)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.60000038,,,,,,,,18.39999962,,26.39999962,,,,,,,,,,,,,,
Employment in services (% of total employment),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.69999981,,,,,,,,14.10000038,,20.70000076,,,,,,,,,,,,,,
"Children in employment, female (% of female children ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4,,,,,,,,,45.4,,,,,,,
"Children in employment, male (% of male children ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.2,,,,,,,,,36.2,,,,,,,
"Average working hours of children, study and work, female, ages 7-14 (hours per week)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,,,,,,,
"Children in employment, study and work, female (% of female children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.8,,,,,,,,,83.75918546,,,,,,,
"Average working hours of children, study and work, male, ages 7-14 (hours per week)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,,,,,,,
"Children in employment, study and work, male (% of male children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.77725118,,,,,,,,,89.76286564,,,,,,,
"Average working hours of children, study and work, ages 7-14 (hours per week)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,,,,,,,
"Children in employment, study and work (% of children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4,,,,,,,,,86.50597704,,,,,,,
"Average working hours of children, working only, female, ages 7-14 (hours per week)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.4,,,,,,,
"Children in employment, work only, female (% of female children in employment, ages 7-14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2,,,,,,,,,16.24081454,,,,,,,
"Average working hours of children, working only, male, ages 7-14 (hours per week)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8,,,,,,,
